Data Source,World Development Indicators,,,,,,
,,,,,,,
Last Updated Date,7/1/2025,,,,,,
,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2020,2021,2022,2023
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,4022.040136,4183.499983,4332.251599,4466.083142
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,40028.73417,40094.55998,34065.6439,33836.17563
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,8781.507978,9983.601036,11255.33964,12879.42753
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1927.66459,2061.356221,2109.562885,1952.304579
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1229.517666,1349.997307,1739.720183,2138.222102
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,2081.739142,2167.403242,2325.0305,2429.748535
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,1751.78232,2222.048295,2069.767201,2177.701141
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,18859.01904,18361.14497,20985.01122,22600.45023
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,31721.29891,35125.5225,32394.68337,33121.37129
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,25236.07555,34018.63429,39981.7691,34075.84904
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,6892.381716,7955.361334,9093.652742,10166.92867
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,2583.777307,2526.05105,2046.404403,2066.949798
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,5561.19167,4045.373911,3654.358455,3477.724898
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,616.787867,667.9661051,744.6171752,799.1944702
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,6650.338106,4935.827873,5986.636949,6172.812469
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,8411.074749,10459.13212,13103.82431,13554.76848
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,7445.296453,8597.53194,9716.032667,10838.82795
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,1088.704909,1161.529355,1273.789792,1254.232793
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,607.9647537,643.369305,723.5046389,697.1711915
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,164671.0936,201944.8303,186821.8818,207973.6177
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,3847.601377,3996.9624,3342.636503,3798.890166
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2058.4346,2302.447369,2424.150547,2443.408276
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,4698.51753,5485.924721,5702.283442,5819.840863
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,918.5825774,1066.586436,1030.125796,916.2829705
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,9869.5402,11755.42454,12280.10754,12422.7254
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,20428.64782,23870.45949,25085.78406,27786.00578
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,116860.0282,134965.8154,123719.6589,131407.6814
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,17564.23215,20261.88878,20227.23074,22675.57863
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,36976.25611,45376.31459,36909.95641,67476.52908
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,,21668.37409,,
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,3268.030273,3785.936279,3455.39624,3771.446289
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,176891.8865,223823.364,226052.0019,256580.5151
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,4375.778893,5274.605822,5744.296184,6799.585946
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,450.7716152,483.4694634,503.5145335,508.7184277
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,7393.888654,10176.14388,11786.00915,12530.36024
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,4707.819861,5575.272986,6383.398393,6063.052477
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,8841.270751,10314.05067,11402.14104,13826.13066
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,5661.967873,6258.611937,6322.828555,6678.342391
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,5096.735904,5966.000158,6205.545998,6347.753919
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,6659.596511,7620.80297,7606.237525,8624.284002
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,953.2429433,1027.273454,969.7222056,1035.862426
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,31833.59638,38065.35435,36224.282,40182.43139
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1490.216835,1242.721344,1158.05005,1233.196662
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2381.425425,2719.531268,2975.955663,2797.407307
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,7612.628459,9377.488797,9990.204446,12077.37471
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,4001.251931,4517.61578,4993.514875,5838.631081
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,18220.83824,19455.50139,23785.75459,
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,462.4338765,509.9078295,578.2516638,622.9856193
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1795.764596,1947.789184,1960.352401,2120.823184
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,9011.042884,9068.973002,10223.78823,11182.18657
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,602.5074782,617.4475208,604.2697512,602.3436198
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,9957.526267,10903.11164,11748.09193,11379.08519
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,62262.64241,69412.91375,75613.45071,79326.90766
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,3878.58983,4412.835569,4349.799085,4187.605004
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,33270.3306,35311.55436,33516.36309,
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,579.5124958,608.7224396,609.7451477,638.3360807
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2019.657063,2017.274865,2139.374785,1596.636961
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1938.447048,2138.385885,2322.89054,2609.444921
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,53467.92774,60141.98809,59123.31856,64572.00596
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,68340.0181,93072.89251,109269.5206,87497.32893
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,1154.215176,1252.750767,1385.910663,1382.330558
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,10695.69933,14989.66475,12896.4341,12754.18676
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,41850.92033,49689.49813,48760.03819,48654.90423
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,38704.97731,43149.60725,44046.42625,46672.51399
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,16784.86306,19403.46002,23223.58294,20972.48309
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,11728.95245,13671.45655,14298.10282,15151.46649
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1278.397352,1455.319224,1538.322813,1365.169274
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,13290.56083,15509.80691,17332.43607,18686.4051
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,6133.325524,6826.202556,7350.630343,7887.541859
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3227.579102,3484.385939,3548.069306,3804.082741
