Data Source,World Development Indicators,,,,,,
,,,,,,,
Last Updated Date,7/1/2025,,,,,,
,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2020,2021,2022,2023
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.91107896,69.71131935,71.69183197,72.08394124
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.449,69.75,73.973,75.069
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.387,65.421,66.725,66.945
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.52145539,70.39571078,72.51755067,72.74319387
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.39512195,73.24634146,74.42487805,75.31609756
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.858,59.116,60.035,60.439
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.09756098,82.25853659,82.44878049,83.50731707
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.612,65.553,66.506,66.889
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.05063429,68.92802148,71.00553154,71.27588499
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.93170732,73.82439024,76.18780488,77.58780488
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.34902439,71.64512195,71.90073171,72.12243902
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.03,78.16,78.531,78.808
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.39,60.268,63.011,63.611
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.794,66.762,68.281,68.484
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.17707317,73.6802439,73.51463415,73.41219512
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.216,64.782,66.037,67.353
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.057,73.917,75.444,76.657
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.44980998,76.86576789,77.83276796,78.73282137
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.071,60.85,64.19,67.385
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.049,77.113,77.698,78.766
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.89,59.542,60.398,61.183
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.072,53.455,54.079,54.462
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.766,70.478,74.463,74.947
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.35853659,81.3097561,81.61463415,81.91463415
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.2097561,83.16341463,82.5097561,83.11219512
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.106,68.385,70.087,70.354
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.527,61.331,61.93,62.109
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.25609756,82.20731707,81.95853659,83.00487805
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.95804796,78.58862176,79.52156846,80.1615573
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.763,75.969,77.911,80.031
Other small states,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.50970978,71.76997193,72.90492487,73.56469451
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.701,65.773,67.417,67.649
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.33,77.004,79.324,79.594
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.832,71.596,76.834,77.74
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.097,66.675,69.472,69.833
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.689,68.563,68.922,69.269
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.075,64.358,65.274,66.134
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.4,75.35121951,77.15609756,78.50731707
Pre-demographic dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.501207,60.27525051,61.383288,62.16362989
Puerto Rico (US),PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.009,79.77,79.427,81.69
"Korea, Dem. People's Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.783,73.437,73.641,73.642
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.32926829,81.37804878,81.63170732,82.2804878
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.72,68.108,72.319,73.844
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.998,73.89,76.662,65.17
Pacific island small states,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.35681088,67.48102092,69.1004349,69.2745949
Post-demographic dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.06591407,79.79558155,80.19785321,80.82283464
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.459,79.571,83.859,84.07
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.409,81.083,81.857,82.368
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.25365854,72.8097561,75.15365854,76.60731707
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.33878049,69.9002439,72.54560976,73.25463415
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.953,66.85,67.528,67.785
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.3622207,67.82152998,72.01157313,72.32476488
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.596,77.089,77.31,78.732
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.124,64.46,65.695,66.331
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.496,66.868,67.788,68.683
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.54390244,83.09268293,82.89512195,82.89512195
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.258,68.89,70.409,70.528
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.694,60.26,61.275,61.786
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.244,69.941,71.969,72.099
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.65,83.539,85.708,85.706
Somalia,SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.095,55.703,53.931,58.816
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.47804878,72.7804878,75.23658537,76.22097561
Sub-Saharan Africa (excluding high income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.62222943,60.17747465,61.2833536,62.06547988
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.648,57.047,57.203,57.617
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.16752708,60.70343637,61.85717959,62.60291349
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.82555528,70.77568259,72.37946786,72.90071976
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.979,68.026,69.237,69.718
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.321,68.943,73.254,73.631
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.86585366,74.61463415,76.96585366,78.01707317
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.53170732,80.67560976,81.28292683,81.97804878
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.35609756,83.05609756,83.05853659,83.3097561
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.862,58.228,63.028,64.123
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.002,74.505,76.18,76.371
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.23658537,73.39756098,73.70243902,74.95853659
